,Institute,Academic Program Name,Seat Type,Gender,Opening Rank,Closing Rank,Year,Round,Preparatory,Institute_type
310,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,8456,11108,*2023,*1,False,GFTI
311,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),11401,18595,*2023,*1,False,GFTI
312,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,245,245,*2023,*1,True,GFTI
313,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1731,1799,*2023,*1,False,GFTI
314,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2854,2854,*2023,*1,False,GFTI
315,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,3501,5208,*2023,*1,False,GFTI
316,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7727,8756,*2023,*1,False,GFTI
317,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2048,2688,*2023,*1,False,GFTI
318,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3410,3410,*2023,*1,False,GFTI
319,Indian Institute  of Technology Mandi,"B.Tech in General Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1159,1205,*2023,*1,False,GFTI
320,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,10218,13217,*2023,*1,False,GFTI
321,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),18931,21028,*2023,*1,False,GFTI
322,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2081,2083,*2023,*1,False,GFTI
323,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3808,3808,*2023,*1,False,GFTI
324,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,5127,5317,*2023,*1,False,GFTI
325,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7866,8452,*2023,*1,False,GFTI
326,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2663,2794,*2023,*1,False,GFTI
327,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3473,3473,*2023,*1,False,GFTI
328,Indian Institute  of Technology Mandi,"B.Tech in Materials Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1277,1308,*2023,*1,False,GFTI
329,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3113,3938,*2023,*1,False,GFTI
330,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),8841,9085,*2023,*1,False,GFTI
331,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,194,194,*2023,*1,True,GFTI
332,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,556,657,*2023,*1,False,GFTI
333,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1333,1333,*2023,*1,False,GFTI
334,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1248,1844,*2023,*1,False,GFTI
335,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),3552,3606,*2023,*1,False,GFTI
336,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Gender-Neutral,975,1074,*2023,*1,False,GFTI
337,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1907,1907,*2023,*1,False,GFTI
338,Indian Institute  of Technology Mandi,"B.Tech in Mathematics and Computing (4 Years, Bachelor of Technology)",ST,Gender-Neutral,545,709,*2023,*1,False,GFTI
339,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4265,6632,*2023,*1,False,GFTI
340,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),9114,9931,*2023,*1,False,GFTI
341,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,75,75,*2023,*1,True,GFTI
342,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,927,957,*2023,*1,False,GFTI
343,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2440,2440,*2023,*1,False,GFTI
344,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1956,2838,*2023,*1,False,GFTI
345,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),4643,4800,*2023,*1,False,GFTI
346,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1484,1752,*2023,*1,False,GFTI
347,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3027,3027,*2023,*1,False,GFTI
348,Indian Institute  of Technology Mandi,"B.Tech in Microelectronics & VLSI (4 Years, Bachelor of Technology)",ST,Gender-Neutral,718,1014,*2023,*1,False,GFTI
349,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,12350,14322,*2023,*1,False,GFTI
350,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),18296,20009,*2023,*1,False,GFTI
351,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,2102,2182,*2023,*1,False,GFTI
352,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3737,3737,*2023,*1,False,GFTI
353,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4691,5421,*2023,*1,False,GFTI
354,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),8561,8839,*2023,*1,False,GFTI
355,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2607,2987,*2023,*1,False,GFTI
356,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3725,3725,*2023,*1,False,GFTI
357,Indian Institute  of Technology Mandi,"Bio Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1259,1357,*2023,*1,False,GFTI
358,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",OPEN,Gender-Neutral,11246,15317,*2023,*1,False,GFTI
359,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",OPEN,Female-only (including Supernumerary),22146,22180,*2023,*1,False,GFTI
360,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",EWS,Gender-Neutral,2261,2339,*2023,*1,False,GFTI
361,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",EWS,Female-only (including Supernumerary),3999,3999,*2023,*1,False,GFTI
362,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",OBC-NCL,Gender-Neutral,5335,5537,*2023,*1,False,GFTI
363,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",SC,Gender-Neutral,2877,3038,*2023,*1,False,GFTI
364,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",SC,Female-only (including Supernumerary),4025,4025,*2023,*1,False,GFTI
365,Indian Institute  of Technology Mandi,"BS in Chemical Sciences (4 Years, Bachelor of Science)",ST,Gender-Neutral,1409,1413,*2023,*1,False,GFTI
366,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,10645,12137,*2023,*1,False,GFTI
367,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),17932,19552,*2023,*1,False,GFTI
368,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1739,1970,*2023,*1,False,GFTI
369,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3072,3072,*2023,*1,False,GFTI
370,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4023,4416,*2023,*1,False,GFTI
371,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7339,7448,*2023,*1,False,GFTI
372,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2128,2407,*2023,*1,False,GFTI
373,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3446,3446,*2023,*1,False,GFTI
374,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,714,879,*2023,*1,False,GFTI
375,Indian Institute  of Technology Mandi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1447,1447,*2023,*1,False,GFTI
376,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1426,2710,*2023,*1,False,GFTI
377,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),4715,6012,*2023,*1,False,GFTI
378,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,116,116,*2023,*1,False,GFTI
379,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,423,488,*2023,*1,False,GFTI
380,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),835,1116,*2023,*1,False,GFTI
381,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,604,1133,*2023,*1,False,GFTI
382,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2127,2532,*2023,*1,False,GFTI
383,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,395,587,*2023,*1,False,GFTI
384,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),654,992,*2023,*1,False,GFTI
385,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,17,17,*2023,*1,True,GFTI
386,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,215,318,*2023,*1,False,GFTI
387,Indian Institute  of Technology Mandi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),627,627,*2023,*1,False,GFTI
388,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2914,3834,*2023,*1,False,GFTI
389,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),7575,8467,*2023,*1,False,GFTI
390,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,521,618,*2023,*1,False,GFTI
391,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1147,1147,*2023,*1,False,GFTI
392,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1455,1837,*2023,*1,False,GFTI
393,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2603,3551,*2023,*1,False,GFTI
394,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,37,37,*2023,*1,True,GFTI
395,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,736,929,*2023,*1,False,GFTI
396,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1932,1932,*2023,*1,False,GFTI
397,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,449,563,*2023,*1,False,GFTI
398,Indian Institute  of Technology Mandi,"Data Science and Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),863,863,*2023,*1,False,GFTI
399,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,4863,6460,*2023,*1,False,GFTI
400,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),9915,12412,*2023,*1,False,GFTI
401,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,125,125,*2023,*1,True,GFTI
402,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,911,1039,*2023,*1,False,GFTI
403,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2219,2219,*2023,*1,False,GFTI
404,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2463,2707,*2023,*1,False,GFTI
405,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),3845,5063,*2023,*1,False,GFTI
406,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1255,1515,*2023,*1,False,GFTI
407,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2397,2477,*2023,*1,False,GFTI
408,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,200,716,*2023,*1,False,GFTI
409,Indian Institute  of Technology Mandi,"Electrical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),929,929,*2023,*1,False,GFTI
410,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,8059,9886,*2023,*1,False,GFTI
411,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),15646,18026,*2023,*1,False,GFTI
412,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1624,1933,*2023,*1,False,GFTI
413,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),3244,3244,*2023,*1,False,GFTI
414,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,4239,4785,*2023,*1,False,GFTI
415,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),7217,7959,*2023,*1,False,GFTI
416,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Gender-Neutral,2208,2551,*2023,*1,False,GFTI
417,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),3547,3547,*2023,*1,False,GFTI
418,Indian Institute  of Technology Mandi,"Engineering Physics (4 Years, Bachelor of Technology)",ST,Gender-Neutral,1260,1313,*2023,*1,False,GFTI
419,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,6963,9218,*2023,*1,False,GFTI
420,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),15428,17462,*2023,*1,False,GFTI
421,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,1348,1450,*2023,*1,False,GFTI
422,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2993,2993,*2023,*1,False,GFTI
423,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,2905,3629,*2023,*1,False,GFTI
424,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),6178,6921,*2023,*1,False,GFTI
425,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1646,1962,*2023,*1,False,GFTI
426,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),2695,3168,*2023,*1,False,GFTI
427,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,834,934,*2023,*1,False,GFTI
428,Indian Institute  of Technology Mandi,"Mechanical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1502,1502,*2023,*1,False,GFTI
429,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,3596,5139,*2023,*1,False,GFTI
430,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),7081,9291,*2023,*1,False,GFTI
431,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,864,925,*2023,*1,False,GFTI
432,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),2131,2457,*2023,*1,False,GFTI
433,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1155,2725,*2023,*1,False,GFTI
434,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),3857,5718,*2023,*1,False,GFTI
435,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,1111,1570,*2023,*1,False,GFTI
436,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1927,2689,*2023,*1,False,GFTI
437,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,720,795,*2023,*1,False,GFTI
438,Indian Institute  of Technology Delhi,"Biotechnology and Biochemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),1442,1442,*2023,*1,False,GFTI
439,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,1791,2361,*2023,*1,False,GFTI
440,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),3730,5442,*2023,*1,False,GFTI
441,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,172,172,*2023,*1,False,GFTI
442,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,388,499,*2023,*1,False,GFTI
443,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1209,1425,*2023,*1,False,GFTI
444,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,1005,1369,*2023,*1,False,GFTI
445,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2998,3274,*2023,*1,False,GFTI
446,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,569,833,*2023,*1,False,GFTI
447,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1158,1274,*2023,*1,False,GFTI
448,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",SC (PwD),Gender-Neutral,19,19,*2023,*1,True,GFTI
449,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,384,493,*2023,*1,False,GFTI
450,Indian Institute  of Technology Delhi,"Chemical Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),649,649,*2023,*1,False,GFTI
451,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Gender-Neutral,2463,3996,*2023,*1,False,GFTI
452,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OPEN,Female-only (including Supernumerary),6008,7173,*2023,*1,False,GFTI
453,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Gender-Neutral,553,709,*2023,*1,False,GFTI
454,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",EWS,Female-only (including Supernumerary),1592,1592,*2023,*1,False,GFTI
455,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Gender-Neutral,1470,1986,*2023,*1,False,GFTI
456,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",OBC-NCL,Female-only (including Supernumerary),4193,4299,*2023,*1,False,GFTI
457,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Gender-Neutral,700,1058,*2023,*1,False,GFTI
458,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",SC,Female-only (including Supernumerary),1926,2061,*2023,*1,False,GFTI
459,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Gender-Neutral,438,705,*2023,*1,False,GFTI
460,Indian Institute  of Technology Delhi,"Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))",ST,Female-only (including Supernumerary),808,808,*2023,*1,False,GFTI
461,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,2867,4237,*2023,*1,False,GFTI
462,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),7402,8893,*2023,*1,False,GFTI
463,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,170,170,*2023,*1,False,GFTI
464,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,542,670,*2023,*1,False,GFTI
465,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),1541,1972,*2023,*1,False,GFTI
466,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Gender-Neutral,911,1921,*2023,*1,False,GFTI
467,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL,Female-only (including Supernumerary),2205,4492,*2023,*1,False,GFTI
468,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",OBC-NCL (PwD),Gender-Neutral,41,41,*2023,*1,True,GFTI
469,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Gender-Neutral,459,842,*2023,*1,False,GFTI
470,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",SC,Female-only (including Supernumerary),1314,1523,*2023,*1,False,GFTI
471,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Gender-Neutral,60,214,*2023,*1,False,GFTI
472,Indian Institute  of Technology Delhi,"Civil Engineering (4 Years, Bachelor of Technology)",ST,Female-only (including Supernumerary),179,868,*2023,*1,False,GFTI
473,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Gender-Neutral,16,115,*2023,*1,False,GFTI
474,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN,Female-only (including Supernumerary),91,419,*2023,*1,False,GFTI
475,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Gender-Neutral,9,9,*2023,*1,False,GFTI
476,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",OPEN (PwD),Female-only (including Supernumerary),72,72,*2023,*1,False,GFTI
477,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Gender-Neutral,8,34,*2023,*1,False,GFTI
478,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS,Female-only (including Supernumerary),97,117,*2023,*1,False,GFTI
479,Indian Institute  of Technology Delhi,"Computer Science and Engineering (4 Years, Bachelor of Technology)",EWS (PwD),Gender-Neutral,3,3,*2023,*1,False,GFTI
